AuthorId,Diet,Age
1014361E,Vegetarian,35
1014363E,Vegan,44
1014369B,Vegetarian,72
101436C,Vegetarian,78
1014390C,Vegetarian,52
1014452B,Vegan,43
1014456C,Vegetarian,33
1014458D,Omnivore,30
1014459E,Vegetarian,49
1014468C,Omnivore,52
101446E,Omnivore,20
101449C,Vegetarian,53
1014506A,Omnivore,38
1014518D,Vegan,38
1014527C,Omnivore,26
1014532A,Omnivore,35
1014540A,Vegetarian,39
1014547C,Vegetarian,29
1014551E,Vegetarian,39
101456C,Vegetarian,62
101459E,Omnivore,62
1014715E,Vegan,36
1014722D,Vegetarian,55
1014734E,Vegetarian,76
101473C,Vegetarian,44
1014747A,Vegan,37
1014749C,Vegetarian,75
1014768E,Vegetarian,51
1014791C,Omnivore,26
1014806C,Vegetarian,63
1014831C,Vegetarian,34
1014847A,Vegan,46
10148934A,Vegan,33
101489D,Vegetarian,34
1014900C,Vegetarian,45
1014902E,Vegan,52
1014941A,Omnivore,39
1014955D,Vegetarian,70
1014968C,Vegetarian,27
1014979E,Vegetarian,33
101498D,Vegan,52
1015014D,Vegan,30
1015026A,Vegetarian,43
1015027B,Vegetarian,65
1015040A,Vegetarian,70
101504E,Vegan,77
1015052B,Omnivore,43
1015058E,Vegetarian,79
1015065E,Vegetarian,32
1015087E,Vegan,34
1015092E,Omnivore,26
1015095B,Vegetarian,54
101509D,Omnivore,59
1015123D,Omnivore,19
101515D,Vegetarian,35
1015162A,Vegetarian,74
1015240E,Omnivore,44
1015245C,Vegetarian,70
101525A,Vegetarian,77
1015268E,Vegetarian,60
101528A,Vegetarian,18
1015338E,Vegan,66
1015359E,Vegan,49
1015367A,Vegan,76
1015384A,Vegetarian,18
1015390C,Vegetarian,23
1015392C,Omnivore,28
101539E,Vegetarian,49
1015401A,Omnivore,54
1015463C,Vegetarian,71
1015478D,Omnivore,51
101547E,Vegetarian,39
1015482D,Vegetarian,74
1015488D,Vegetarian,23
1015490A,Vegetarian,29
1015498B,Vegetarian,57
1015504C,Vegetarian,34
10155139D,Vegetarian,57
1015514C,Vegan,57
1015521D,Vegetarian,64
1015572B,Omnivore,28
1015606C,Omnivore,65
101563A,Vegetarian,68
1015655C,Vegan,65
1015675A,Vegetarian,55
1015686E,Omnivore,71
1015694D,Vegan,21
1015722C,Vegetarian,67
1015724E,Vegan,37
1015739D,Vegetarian,68
101573B,Vegetarian,64
1015740A,Vegan,56
1015749C,Omnivore,71
1015752B,Vegetarian,59
1015761D,Omnivore,38
1015772B,Vegetarian,29
1015778D,Vegetarian,30
1015788A,Omnivore,41
1015829E,Vegetarian,45
101582E,Vegan,44
101583E,Vegetarian,58
1015861E,Omnivore,64
1015864D,Vegan,77
1015879B,Vegetarian,79
1015935B,Vegan,64
1015955B,Vegetarian,78
1015959B,Vegetarian,56
1015973A,Vegetarian,32
1015994C,Omnivore,37
1015995E,Vegan,46
1016010A,Vegetarian,19
1016036B,Vegan,31
101603E,Omnivore,78
101604D,Vegetarian,48
1016055E,Vegan,24
1016106B,Vegetarian,33
1016166E,Omnivore,19
1016169E,Vegetarian,29
1016189C,Omnivore,76
1016213B,Vegan,64
1016261E,Vegetarian,26
1016276B,Omnivore,77
1016281D,Vegan,53
1016287A,Vegetarian,64
1016297D,Omnivore,58
1016302B,Vegetarian,31
1016307D,Vegan,49
1016315C,Vegetarian,53
101631D,Vegetarian,67
1016327A,Vegetarian,43
1016337B,Vegan,47
1016341B,Omnivore,25
1016344E,Vegetarian,62
1016367E,Vegan,43
1016380C,Vegetarian,34
1016391C,Vegetarian,22
1016395D,Vegetarian,53
1016399D,Omnivore,27
1016406E,Vegan,25
1016412D,Vegan,26
1016426C,Vegetarian,27
1016440B,Omnivore,38
1016450A,Vegetarian,59
1016455D,Vegan,68
1016457D,Omnivore,22
1016471A,Vegetarian,73
101649C,Vegetarian,57
1016507E,Omnivore,47
1016508A,Vegetarian,73
1016518B,Vegetarian,45
1016519E,Omnivore,75
1016539A,Omnivore,20
1016549A,Vegetarian,29
1016552A,Vegetarian,42
101657A,Vegetarian,19
1016580C,Omnivore,24
1016584E,Vegetarian,58
1016585E,Omnivore,26
1016589D,Omnivore,59
1016614B,Omnivore,55
101661C,Vegan,62
1016620D,Vegetarian,44
1016626B,Vegetarian,49
1016635E,Vegetarian,37
101663B,Vegan,23
101665E,Vegetarian,21
1016660B,Vegetarian,27
1016673A,Omnivore,60
1016676C,Vegetarian,72
1016692E,Omnivore,64
1016727C,Vegan,37
101672C,Vegetarian,60
1016735C,Vegan,58
1016749C,Vegetarian,29
10167558C,Omnivore,43
1016761A,Omnivore,41
1016825B,Vegetarian,64
1016844E,Omnivore,62
101687D,Omnivore,79
1016891C,Vegetarian,43
1016897E,Vegetarian,63
1016913D,Omnivore,76
1016915E,Vegetarian,66
1016945A,Vegetarian,79
1016954D,Omnivore,57
101695C,Vegan,70
101697A,Vegetarian,62
1017042C,Vegetarian,66
10170553E,Vegetarian,43
1017066C,Vegan,59
1017077D,Omnivore,47
1017078B,Omnivore,69
1017091A,Omnivore,38
1017120C,Omnivore,37
1017145A,Omnivore,75
101714C,Vegetarian,56
1017165A,Vegetarian,28
10172222C,Omnivore,29
1017242C,Omnivore,46
101730D,Vegetarian,72
1017315B,Vegetarian,59
1017319C,Vegan,70
101732D,Vegetarian,70
1017337C,Vegetarian,21
1017340A,Vegetarian,41
1017345E,Vegetarian,22
101734E,Omnivore,19
1017396D,Vegetarian,21
1017428A,Vegan,43
10174345A,Omnivore,52
101743D,Vegetarian,44
1017452D,Vegan,62
101745E,Vegetarian,56
1017473B,Vegetarian,47
1017476E,Omnivore,28
1017486B,Vegan,46
1017495D,Vegan,32
1017505D,Vegetarian,28
1017552D,Omnivore,35
101757B,Omnivore,59
1017580B,Omnivore,41
10175C,Vegan,62
1017607D,Vegetarian,68
1017613A,Vegetarian,38
1017648A,Vegan,35
101764A,Vegetarian,48
1017665D,Vegetarian,62
1017691D,Vegetarian,41
1017743A,Vegetarian,45
1017765D,Vegetarian,48
1017776D,Omnivore,39
1017784C,Omnivore,25
1017794C,Vegetarian,37
1017825A,Vegan,50
1017855D,Vegetarian,50
101785B,Vegetarian,52
1017862E,Omnivore,23
1017863A,Vegetarian,18
1017870D,Vegetarian,75
1017884D,Omnivore,60
1017885D,Vegetarian,39
1017894E,Omnivore,46
1017908E,Omnivore,52
1017959A,Vegetarian,40
1017960A,Vegetarian,76
1017982A,Omnivore,67
1017992D,Vegetarian,22
1018017D,Vegetarian,71
101801B,Vegetarian,67
1018021E,Vegetarian,36
1018022D,Vegetarian,58
1018029C,Omnivore,47
1018055B,Vegetarian,18
1018058B,Vegan,68
1018075B,Vegetarian,71
101811A,Vegetarian,27
1018126D,Vegetarian,69
101812E,Vegetarian,75
1018148D,Vegetarian,71
1018155B,Vegetarian,22
1018157E,Vegan,31
1018174B,Vegetarian,68
1018195E,Vegetarian,68
101819C,Vegetarian,41
101820D,Vegetarian,40
1018218E,Omnivore,24
101821C,Vegetarian,75
1018232E,Omnivore,64
101823B,Vegan,35
1018244E,Vegetarian,38
101826D,Vegetarian,33
1018282E,Vegetarian,65
101828D,Vegetarian,50
101831B,Vegan,21
1018332E,Omnivore,23
1018335D,Omnivore,31
1018341D,Omnivore,51
101835D,Vegetarian,55
1018393C,Vegan,68
1018402B,Omnivore,54
1018434E,Vegetarian,21
1018447A,Omnivore,62
1018457B,Omnivore,79
1018476B,Vegetarian,69
1018535B,Vegetarian,21
1018543E,Omnivore,76
1018545D,Vegan,45
101854E,Vegetarian,47
101855C,Vegan,47
1018562D,Omnivore,51
1018594D,Vegetarian,60
1018629C,Vegetarian,79
1018657D,Vegan,60
1018660B,Vegetarian,23
1018694E,Vegetarian,20
1018696C,Vegetarian,48
1018707A,Omnivore,27
101871D,Vegetarian,40
1018730C,Vegetarian,70
10187384C,Vegan,72
1018774D,Vegan,25
1018786C,Vegetarian,34
1018800E,Omnivore,75
1018804C,Omnivore,59
101880B,Vegetarian,43
1018823D,Vegan,63
1018834E,Vegetarian,34
1018838C,Vegetarian,51
1018842B,Vegan,53
1018843E,Vegetarian,27
1018844C,Omnivore,64
101886E,Omnivore,22
101888A,Omnivore,42
1018899A,Omnivore,55
1018910E,Vegetarian,71
1018912E,Vegan,72
1018961D,Vegan,50
101896B,Omnivore,48
1018973E,Vegetarian,29
1018990C,Omnivore,53
1019000D,Vegetarian,65
1019030A,Omnivore,25
1019036B,Vegan,78
1019047B,Vegetarian,40
1019062A,Vegan,66
1019071D,Vegetarian,23
101907D,Omnivore,34
1019087A,Vegetarian,72
1019147C,Vegetarian,54
101914B,Vegan,37
1019154B,Vegetarian,32
1019163E,Vegan,23
1019171E,Vegetarian,70
101917C,Vegetarian,45
101919B,Vegan,53
1019215B,Omnivore,23
101921C,Vegetarian,76
1019231A,Vegetarian,31
1019234E,Vegetarian,43
1019275A,Omnivore,68
1019285B,Vegetarian,21
1019291C,Vegan,69
1019310B,Vegan,29
1019317D,Vegetarian,32
1019318E,Vegan,39
1019322A,Vegan,50
1019323E,Vegetarian,23
1019328E,Vegetarian,63
1019394B,Vegan,77
101940A,Omnivore,22
1019412E,Omnivore,25
1019421B,Vegan,21
101942A,Omnivore,22
101943B,Vegan,19
1019442C,Vegetarian,68
1019447B,Vegetarian,23
1019463E,Vegetarian,38
1019472B,Vegan,73
101953E,Vegan,60
1019545D,Omnivore,43
1019552C,Omnivore,31
1019561C,Vegetarian,74
1019569A,Omnivore,70
1019573E,Vegetarian,20
1019580A,Vegetarian,79
1019590B,Vegetarian,75
1019597B,Vegetarian,48
1019602A,Vegetarian,28
1019632B,Vegetarian,79
1019645E,Vegetarian,45
1019654C,Vegetarian,34
1019662D,Omnivore,34
101966E,Vegetarian,25
1019674D,Omnivore,52
101967A,Omnivore,24
1019691B,Omnivore,56
1019702D,Vegetarian,58
101970B,Vegan,73
1019719D,Omnivore,22
1019728B,Vegetarian,34
1019736A,Omnivore,54
1019740A,Omnivore,58
1019762C,Omnivore,52
1019764A,Vegetarian,76
101976C,Omnivore,47
1019792C,Vegan,26
1019800A,Omnivore,26
1019804B,Vegetarian,46
1019831B,Vegan,24
1019834B,Vegan,58
10198405A,Omnivore,48
1019870A,Vegetarian,69
1019871A,Omnivore,51
10198803A,Vegan,75
101989E,Omnivore,33
1019917B,Vegetarian,21
1019925C,Omnivore,18
1019947B,Vegetarian,33
1019952A,Vegan,65
1019969D,Vegetarian,44
101996E,Vegetarian,38
1019972C,Omnivore,19
1019978A,Vegetarian,55
101997D,Vegetarian,58
1019994B,Vegetarian,31
101999B,Vegetarian,60
1020008D,Vegan,51
1020014B,Vegan,39
1020023A,Omnivore,79
102006A,Omnivore,66
1020090B,Vegan,58
1020107E,Vegetarian,48
10201141D,Omnivore,45
1020128D,Omnivore,48
1020139C,Vegetarian,31
1020145A,Vegan,69
1020153C,Vegetarian,47
1020177C,Omnivore,51
1020180A,Vegetarian,42
102019D,Omnivore,36
1020225C,Vegetarian,54
1020231C,Omnivore,29
1020250E,Vegetarian,44
1020264B,Vegetarian,62
1020265A,Vegetarian,75
1020272A,Vegan,39
1020298D,Vegan,34
1020342B,Vegan,37
1020349B,Omnivore,70
1020350D,Omnivore,38
1020362B,Vegetarian,53
1020366B,Vegetarian,79
1020369D,Omnivore,66
102036C,Vegetarian,68
102038A,Vegetarian,54
1020399E,Omnivore,36
102039D,Vegan,72
102040C,Omnivore,71
1020416E,Omnivore,39
1020417B,Omnivore,74
1020445A,Omnivore,59
1020451E,Vegan,55
1020474A,Vegetarian,41
1020481E,Vegetarian,70
1020525D,Vegetarian,47
1020526C,Omnivore,54
1020535A,Omnivore,43
1020537D,Vegan,49
1020547E,Vegetarian,34
1020548B,Vegetarian,54
102054C,Vegetarian,61
102055C,Vegetarian,64
1020568B,Vegetarian,54
1020582B,Omnivore,51
102058B,Vegetarian,28
1020592A,Vegetarian,37
1020615D,Vegetarian,43
1020622A,Omnivore,30
1020645A,Vegetarian,64
102064B,Vegetarian,20
102066E,Vegetarian,59
1020703A,Omnivore,73
102072D,Omnivore,26
1020739E,Vegetarian,76
102077B,Vegan,29
1020786E,Omnivore,40
1020811C,Omnivore,73
102081E,Vegetarian,20
1020837E,Vegan,47
1020862C,Vegetarian,73
1020873B,Omnivore,38
1020875A,Vegetarian,66
1020912C,Vegetarian,21
102092B,Vegetarian,39
1020941B,Vegetarian,34
1020948B,Omnivore,21
1020951A,Vegetarian,39
1020974A,Vegan,49
1020978E,Omnivore,50
1020982E,Omnivore,70
1021068D,Vegetarian,18
1021106A,Omnivore,40
102112A,Vegetarian,58
1021150C,Omnivore,26
102115E,Vegan,79
1021204C,Vegetarian,24
1021213D,Omnivore,34
1021219D,Vegetarian,30
1021220C,Vegetarian,79
1021227E,Vegan,38
102124A,Vegan,21
1021251B,Vegetarian,46
1021257C,Omnivore,75
10212923E,Vegan,56
102129A,Vegetarian,62
1021300E,Vegetarian,51
1021308D,Omnivore,75
102131D,Vegetarian,50
1021327D,Vegetarian,29
102132D,Vegan,77
1021355E,Vegan,54
102135C,Vegetarian,55
1021393A,Omnivore,51
1021397E,Omnivore,18
102141E,Vegan,64
1021422C,Omnivore,65
1021452E,Vegetarian,56
1021453C,Vegetarian,54
1021463C,Vegan,34
1021470E,Vegan,60
1021478E,Vegetarian,63
1021482A,Vegetarian,55
1021490A,Omnivore,66
1021494E,Vegan,65
1021503E,Vegan,63
1021505C,Vegetarian,76
102151A,Vegetarian,75
1021554C,Vegetarian,50
1021575E,Vegetarian,41
1021580C,Omnivore,53
1021589D,Vegetarian,69
1021592B,Vegan,24
1021606C,Vegetarian,68
1021608A,Vegetarian,29
1021621E,Vegan,18
1021631A,Vegetarian,53
1021643A,Omnivore,65
1021655D,Omnivore,64
1021677E,Vegetarian,72
10216C,Omnivore,29
1021712E,Omnivore,41
1021716A,Vegetarian,25
1021719C,Vegetarian,48
102171D,Vegetarian,53
102172E,Vegetarian,79
1021731E,Vegetarian,68
1021740E,Vegetarian,62
1021746E,Omnivore,53
1021780C,Omnivore,72
1021789C,Vegetarian,61
10217C,Vegetarian,47
1021800E,Vegetarian,44
1021807C,Vegetarian,48
1021811D,Omnivore,67
1021835B,Vegetarian,65
1021844B,Vegetarian,67
1021845A,Vegetarian,78
1021853A,Vegan,47
1021855E,Vegetarian,44
1021856D,Vegetarian,67
102185E,Vegetarian,25
1021907E,Vegetarian,62
1021909E,Vegetarian,39
102190E,Omnivore,66
1021913C,Vegetarian,68
1021917D,Vegetarian,24
102192A,Vegetarian,51
1021954D,Vegetarian,79
1021990D,Omnivore,73
1021995D,Vegan,18
1022008D,Omnivore,58
1022034A,Vegan,73
1022051E,Vegan,26
1022064E,Vegetarian,49
1022071C,Omnivore,33
1022082C,Vegetarian,62
1022089C,Vegan,55
1022147B,Vegan,41
1022160B,Vegan,72
1022199B,Vegetarian,34
102221B,Omnivore,61
1022230E,Omnivore,62
1022256B,Omnivore,58
1022259E,Vegetarian,24
1022267B,Omnivore,45
1022273A,Vegetarian,69
1022279B,Vegan,43
102227B,Vegan,25
1022280C,Vegetarian,46
1022288E,Vegetarian,68
1022323D,Vegan,22
1022339E,Vegan,42
102234E,Vegetarian,31
1022402D,Vegetarian,19
1022407A,Vegetarian,54
1022423D,Omnivore,33
102244E,Vegan,72
1022468B,Vegetarian,27
1022469E,Vegetarian,71
1022470D,Vegetarian,51
1022477A,Omnivore,19
102247A,Vegetarian,32
1022482C,Omnivore,23
1022483A,Vegan,70
1022489B,Vegetarian,66
1022504A,Vegetarian,51
1022539B,Vegetarian,53
1022551D,Vegetarian,66
1022574B,Vegan,38
1022585D,Vegetarian,58
1022614B,Vegetarian,22
1022629A,Vegetarian,34
1022642E,Vegetarian,34
1022648A,Vegan,42
102264B,Vegetarian,56
102265B,Vegetarian,70
1022682B,Omnivore,28
1022684D,Omnivore,36
1022696E,Omnivore,54
10226D,Omnivore,51
102271E,Omnivore,54
10227877A,Vegan,38
10227E,Vegetarian,61
1022808D,Vegetarian,41
1022816B,Omnivore,59
102284E,Vegetarian,33
1022853D,Omnivore,72
1022856A,Vegetarian,56
1022861D,Vegan,40
102289A,Vegan,22
1022932C,Omnivore,48
1022941D,Vegetarian,29
1022968E,Vegetarian,23
1022977B,Vegetarian,62
1022984C,Vegetarian,39
1022987B,Vegetarian,51
1022998C,Omnivore,41
102299C,Vegetarian,53
1023010A,Vegetarian,38
1023012E,Omnivore,62
1023020C,Vegan,23
102302A,Vegetarian,60
1023050C,Omnivore,58
1023058C,Vegan,34
1023069E,Omnivore,18
1023091A,Vegetarian,67
1023093B,Vegetarian,38
1023096B,Vegetarian,68
1023098D,Vegan,35
102309B,Omnivore,62
1023103B,Vegetarian,62
1023109D,Vegetarian,64
1023151C,Omnivore,60
1023185E,Vegan,38
102319C,Vegan,51
1023204E,Vegetarian,19
1023207D,Vegetarian,23
1023227B,Omnivore,59
1023244E,Vegetarian,73
1023247E,Vegetarian,24
1023267C,Omnivore,50
1023272D,Vegan,73
1023290D,Omnivore,22
1023292E,Vegan,72
102330E,Omnivore,52
102331C,Omnivore,26
1023320D,Vegetarian,21
1023341E,Omnivore,19
1023347B,Vegan,62
1023360E,Vegetarian,22
1023370C,Omnivore,32
1023383A,Vegetarian,51
1023396B,Vegetarian,56
10233A,Omnivore,35
1023430D,Vegan,69
1023432D,Omnivore,23
1023448C,Vegetarian,62
1023449B,Vegan,19
102344B,Vegetarian,77
102348E,Vegetarian,25
1023498B,Vegetarian,32
1023521B,Vegan,48
1023526D,Vegetarian,39
102352D,Vegetarian,71
102353D,Vegetarian,56
10235461D,Vegan,38
1023550E,Omnivore,30
1023557A,Vegetarian,33
1023568A,Vegetarian,71
1023586E,Vegetarian,19
1023590B,Vegan,68
102359A,Omnivore,55
1023648A,Vegan,74
102364D,Vegetarian,43
1023664E,Vegetarian,66
1023673B,Omnivore,50
1023700A,Vegetarian,72
102370E,Omnivore,70
1023718B,Vegan,49
1023729B,Omnivore,36
1023731C,Omnivore,77
1023733D,Vegetarian,40
1023746D,Vegetarian,70
1023761E,Omnivore,49
1023764D,Vegetarian,54
1023771A,Vegan,61
1023777C,Vegan,26
1023782C,Vegan,54
1023808C,Omnivore,31
102383B,Omnivore,47
102384B,Omnivore,65
1023880B,Vegetarian,33
1023897B,Vegetarian,70
1023899E,Omnivore,18
1023906E,Vegetarian,73
1023934B,Vegetarian,22
1023951C,Vegetarian,66
1023954E,Omnivore,53
102396C,Vegan,61
1023973E,Vegan,39
1023993A,Omnivore,77
10240128E,Vegan,29
1024036A,Vegan,31
1024047B,Vegetarian,19
1024051C,Vegetarian,76
102407C,Vegetarian,46
1024119C,Vegetarian,18
1024157C,Vegan,53
1024164C,Vegetarian,32
1024173A,Vegetarian,73
102417C,Omnivore,58
1024182A,Omnivore,23
1024214B,Vegan,78
1024216B,Omnivore,23
1024230A,Vegan,44
102423C,Omnivore,28
1024277C,Omnivore,58
1024289E,Vegetarian,59
1024291D,Omnivore,20
1024309B,Omnivore,29
1024354B,Omnivore,36
1024365E,Vegetarian,47
1024401A,Omnivore,46
102440A,Vegetarian,73
102441E,Vegetarian,50
1024441E,Omnivore,72
1024460E,Vegetarian,29
1024464C,Omnivore,56
1024479A,Omnivore,25
1024480A,Omnivore,61
1024486D,Vegetarian,41
102448A,Vegan,57
1024515E,Vegan,61
1024529D,Omnivore,27
1024566B,Vegetarian,18
1024582A,Omnivore,43
102458A,Vegetarian,68
1024603C,Vegan,23
1024609C,Omnivore,27
10246125C,Omnivore,67
1024612A,Vegetarian,45
1024619B,Vegetarian,71
102464D,Omnivore,35
1024661A,Vegetarian,21
1024664D,Vegetarian,43
1024667C,Omnivore,64
1024668A,Vegetarian,33
1024687A,Omnivore,63
1024724A,Omnivore,36
102473A,Vegan,44
1024740A,Vegetarian,32
1024749C,Vegan,30
102474E,Vegetarian,31
1024757A,Vegetarian,67
102476B,Vegetarian,78
1024793C,Vegetarian,53
1024807B,Vegetarian,26
102480B,Omnivore,47
1024810C,Vegetarian,28
1024818C,Omnivore,57
1024827E,Omnivore,68
102482D,Vegetarian,79
1024830E,Omnivore,54
1024900A,Vegetarian,34
102491C,Vegan,73
1024920B,Vegan,47
1024925C,Vegetarian,72
1024928D,Vegetarian,59
1024930A,Omnivore,22
1024933D,Vegetarian,24
1024945E,Vegetarian,49
1024953E,Vegetarian,79
102496C,Vegetarian,42
1024982C,Vegetarian,61
102498A,Omnivore,23
1025000E,Omnivore,29
1025010B,Vegan,50
1025014E,Vegan,74
102502C,Omnivore,33
1025039E,Omnivore,44
102503D,Vegan,48
1025044D,Vegan,37
102504E,Vegetarian,72
1025052B,Vegan,29
1025092E,Vegan,24
1025108E,Omnivore,55
1025113D,Vegan,20
1025153D,Vegan,59
1025161A,Vegan,72
1025165E,Vegetarian,54
102516D,Vegetarian,45
102519E,Vegetarian,59
1025212B,Omnivore,76
1025216C,Vegetarian,46
1025224B,Vegetarian,65
102523D,Omnivore,41
1025243B,Vegetarian,67
1025260D,Vegetarian,63
102526E,Vegetarian,57
102529E,Vegetarian,25
10253084B,Omnivore,58
1025315D,Omnivore,52
1025316B,Omnivore,24
1025318B,Vegetarian,38
1025320D,Vegan,50
1025345E,Vegan,77
1025367C,Vegetarian,54
1025370A,Omnivore,47
102538D,Vegetarian,64
1025398D,Vegan,40
1025407A,Omnivore,49
1025408C,Vegan,27
1025410B,Omnivore,47
10254241B,Omnivore,26
102543C,Vegan,33
1025492D,Vegetarian,28
1025507B,Vegetarian,28
102552C,Vegetarian,41
1025536D,Vegetarian,42
10255570B,Vegetarian,72
102555B,Vegan,26
1025569D,Vegan,65
1025573A,Vegan,58
1025603A,Vegan,73
1025604A,Vegetarian,19
1025608E,Vegetarian,32
1025610C,Omnivore,41
1025619E,Vegetarian,73
1025628A,Vegan,32
1025640C,Vegetarian,31
1025706D,Vegetarian,22
1025741E,Omnivore,22
1025751A,Vegan,64
1025767E,Vegetarian,42
1025769D,Vegan,47
1025782A,Omnivore,32
1025784B,Vegetarian,57
10257E,Vegetarian,54
102582C,Vegetarian,35
1025837C,Vegetarian,33
1025849A,Omnivore,67
10258573A,Vegetarian,69
102585D,Omnivore,22
102586A,Vegetarian,73
1025878C,Omnivore,63
1025910E,Omnivore,48
102593E,Vegetarian,61
1025962E,Vegetarian,38
1025971D,Vegan,79
1025979D,Vegetarian,78
102598E,Vegetarian,68
1025991C,Vegan,47
1025998E,Vegetarian,34
1026012E,Omnivore,42
1026029C,Omnivore,36
102602D,Vegetarian,75
1026032B,Vegetarian,49
1026034D,Vegetarian,18
1026043C,Vegetarian,72
102604D,Vegetarian,57
1026063D,Omnivore,79
1026070C,Omnivore,79
1026073D,Omnivore,44
102607B,Omnivore,46
10260B,Vegetarian,76
1026133A,Vegetarian,68
1026150E,Vegetarian,44
102615B,Vegan,41
10261715B,Vegan,50
102618B,Vegetarian,45
102619D,Omnivore,19
102620E,Vegetarian,18
1026223A,Vegetarian,71
1026228C,Omnivore,25
102624E,Omnivore,44
102626A,Omnivore,69
102628D,Vegetarian,25
1026300D,Vegetarian,71
1026353D,Vegetarian,66
1026361B,Vegan,32
1026374B,Omnivore,64
102637A,Vegetarian,29
10263823C,Omnivore,72
102638C,Vegetarian,78
10263C,Vegetarian,21
1026400C,Vegetarian,46
1026428D,Vegetarian,63
1026430A,Vegan,40
1026438B,Omnivore,69
1026452C,Vegetarian,34
102648A,Omnivore,76
1026500D,Omnivore,73
1026509C,Vegetarian,37
1026519D,Vegetarian,42
102651B,Vegetarian,53
1026522A,Vegan,21
1026526E,Omnivore,74
1026533A,Omnivore,48
1026553D,Vegetarian,33
1026560D,Vegetarian,61
1026565B,Vegetarian,77
1026566D,Vegan,73
1026572E,Vegetarian,41
1026613E,Vegetarian,31
1026614C,Vegetarian,18
1026618D,Vegetarian,62
1026625E,Vegetarian,72
1026635A,Vegetarian,53
1026650B,Vegan,76
1026656A,Vegan,23
102665E,Vegetarian,37
1026687B,Omnivore,43
1026690D,Omnivore,42
1026720C,Omnivore,72
1026723D,Vegetarian,77
102672E,Vegetarian,65
1026738D,Vegan,64
102674D,Vegan,48
1026793C,Omnivore,25
1026805C,Vegetarian,69
1026806E,Vegetarian,37
102680A,Omnivore,59
1026817A,Omnivore,28
102681A,Vegetarian,24
1026827E,Vegetarian,56
102683D,Vegetarian,64
1026864C,Vegetarian,22
102686D,Omnivore,54
1026870C,Vegetarian,30
1026878D,Omnivore,53
1026891B,Vegetarian,61
1026897C,Vegan,76
1026904D,Vegan,31
1026907A,Vegan,37
102691C,Omnivore,19
102694C,Vegan,25
1026950A,Vegetarian,58
1026955C,Vegan,68
1026966A,Omnivore,42
1026971A,Vegan,70
10269B,Vegetarian,43
1027002A,Vegetarian,52
1027030C,Omnivore,61
1027048A,Vegetarian,48
1027069A,Vegetarian,60
1027074E,Omnivore,49
1027075B,Omnivore,68
1027142D,Vegetarian,47
102715E,Vegan,36
1027168A,Vegetarian,31
1027195E,Vegan,62
1027198D,Omnivore,32
10271A,Vegetarian,66
1027212E,Omnivore,67
1027222C,Vegan,64
1027237A,Omnivore,31
102724C,Vegan,39
1027269E,Vegetarian,36
1027272A,Vegetarian,40
1027273B,Vegan,61
102727E,Vegan,57
10273040D,Omnivore,67
1027316B,Vegetarian,41
1027321E,Vegetarian,60
1027326D,Omnivore,78
1027330D,Vegetarian,43
1027339D,Vegan,22
102734E,Vegetarian,26
1027355D,Omnivore,70
1027358A,Vegan,53
1027379C,Omnivore,20
1027388A,Vegetarian,78
1027405D,Vegan,71
102740E,Vegetarian,78
1027426E,Vegetarian,23
1027440E,Vegetarian,60
1027452A,Omnivore,56
1027454B,Omnivore,29
102747C,Vegan,30
1027488E,Omnivore,54
1027501E,Omnivore,54
1027514B,Vegetarian,36
1027542A,Vegetarian,27
1027545A,Omnivore,73
102757C,Omnivore,46
102759C,Vegetarian,55
10275D,Omnivore,35
1027601B,Vegan,27
1027681A,Omnivore,24
102768A,Omnivore,46
1027704A,Vegetarian,33
1027710E,Omnivore,37
102771B,Omnivore,21
1027723D,Vegetarian,70
102773A,Vegetarian,79
102774C,Omnivore,40
1027752A,Vegan,58
1027755B,Omnivore,76
102775B,Omnivore,27
1027769A,Vegetarian,67
1027782B,Vegan,34
1027802C,Omnivore,48
1027808A,Vegetarian,62
1027846D,Omnivore,68
1027853E,Vegetarian,59
1027864C,Vegetarian,43
102786B,Omnivore,73
1027870E,Vegetarian,41
102787E,Omnivore,46
1027882D,Vegan,77
1027889C,Vegan,76
1027891A,Omnivore,27
1027893D,Vegetarian,68
1027900C,Vegetarian,22
1027957A,Vegetarian,18
102795E,Vegetarian,61
1027963D,Vegetarian,60
1027968B,Vegetarian,75
1027980C,Vegetarian,48
1027989E,Omnivore,54
1027994E,Omnivore,70
1028001D,Vegetarian,44
1028110B,Omnivore,35
1028126A,Vegetarian,42
102813C,Vegetarian,66
1028165D,Vegetarian,45
1028185D,Vegetarian,54
102818A,Vegetarian,68
1028213C,Omnivore,18
1028227C,Omnivore,46
1028228C,Vegetarian,67
1028247A,Vegan,27
102824E,Vegan,77
1028253C,Vegan,63
1028294B,Vegetarian,62
1028295B,Vegan,35
1028306D,Vegetarian,42
1028308B,Vegetarian,64
1028321A,Vegan,52
1028330B,Vegetarian,75
1028335A,Omnivore,32
102833B,Vegetarian,44
1028343E,Vegetarian,53
1028353A,Vegetarian,68
1028361C,Vegetarian,34
1028381E,Omnivore,42
1028382B,Vegetarian,71
